PowerCapacity,Unit,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,Unnamed: 0,StartUpCost_pu,NoLoadCost_pu,Nunits,CHPPowerLossFactor,CHPMaxHeat,InitialPower,Type,JRC_id,RampUpMax,RampDownMax,RampStartUpMaximum,RampShutDownMaximum,CostFixed
289.6643166,HR_COMC_GAS,HR,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,,0.0,0.36,0.57,1.0,0.42,,,,,,,HR_COMC_GAS,55,0.0,2.0,,,,,,,,,,
47.93429808,HR_GTUR_GAS,HR,GTUR,GAS,0.425,0.0,0.0,0.166666667,0.166666667,,,0.0,0.2,0.425,0.166666667,0.564705882,,,,,,,HR_GTUR_GAS,0,0.0,3.0,,,,,,,,,,
325.0,HR_STUR_HRD,HR,STUR,HRD,0.46,8.0,8.0,0.017777778,0.017777778,,,0.0,0.3,0.46,2.0,0.81,,,,,,,HR_STUR_HRD,65,0.0,1.0,,,,,,,,,,
316.6666667,HR_STUR_OIL,HR,STUR,OIL,0.33,4.0,4.0,0.02,0.02,,,0.0,0.4,0.33,0.0,0.799636364,,,,,,,HR_STUR_OIL,65,0.0,3.0,,,,,,,,,,
48.0,HR_PHOT_SUN,HR,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,HR_PHOT_SUN,0,0.0,1.0,,,,,,,,,,
421.0,HR_HROR_WAT,HR,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,HR_HROR_WAT,0,0.0,1.0,,,,,,,,,,
1669.0,HR_HPHS_WAT,HR,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,,0.0,0.0,1.0,0.0,0.0,,,1247290.0,0.0,281.0,0.8,HR_HPHS_WAT,0,0.0,1.0,,,,,,,,,,
489.0,HR_WTON_WIN,HR,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,HR_WTON_WIN,0,0.0,1.0,,,,,,,,,,
1926.0,Gde-Dixence (GD),CH,HDAM,WAT,0.85,0.0,0.0,0.046728972,0.046728972,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,2008818.0,0.0,0.0,0.86,,,,,,,,,,,,,,
1245.0,KKL - KernKW Leibstadt AG,CH,STUR,NUC,0.405,24.0,24.0,0.0027550201,0.0027550201,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,,,,,
1020.0,Kernkraftwerk Gasgen,CH,STUR,NUC,0.405,24.0,24.0,0.0033627451,0.0033627451,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,,,,,
986.0,KW Oberhasli AG (KWO),CH,HPHS,WAT,0.86,0.0,0.0,0.3042596349,0.3042596349,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,259318.0,0.0,986.0,0.86,,,,,,,,,,,,,,
732.0,KLL - KW Linth-Limmern AG,CH,HPHS,WAT,0.86,0.0,0.0,0.4098360656,0.4098360656,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,192516.0,0.0,732.0,0.86,,,,,,,,,,,,,,
730.0,KKB - KernKW Beznau,CH,STUR,NUC,0.405,24.0,24.0,0.0046986301,0.0046986301,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,,,,,
640.0,KHR - KW Hinterrhein AG,CH,HPHS,WAT,0.86,0.0,0.0,0.46875,0.46875,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,168320.0,0.0,640.0,0.86,,,,,,,,,,,,,,
547.0,Maggia (OFIMA),CH,HDAM,WAT,0.85,0.0,0.0,0.1645338208,0.1645338208,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,570521.0,0.0,0.0,0.86,,,,,,,,,,,,,,
421.0,Kraftwerke Mauvoisin AG,CH,HDAM,WAT,0.85,0.0,0.0,0.2137767221,0.2137767221,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,439103.0,0.0,0.0,0.86,,,,,,,,,,,,,,
420.0,Emosson (ESA),CH,HDAM,WAT,0.85,0.0,0.0,0.2142857143,0.2142857143,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,438060.0,0.0,0.0,0.86,,,,,,,,,,,,,,
416.0,EKW - Engadiner KW AG,CH,HPHS,WAT,0.86,0.0,0.0,0.7211538462,0.7211538462,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,109408.0,0.0,416.0,0.86,,,,,,,,,,,,,,
383.0,KSL - KW Sarganserland AG,CH,HPHS,WAT,0.86,0.0,0.0,0.7832898172,0.7832898172,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,100729.0,0.0,383.0,0.86,,,,,,,,,,,,,,
380.0,KKW Mahleberg (KKM),CH,STUR,NUC,0.405,24.0,24.0,0.0090263158,0.0090263158,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,,,,,
340.0,Electra-Massa (EM),CH,HDAM,WAT,0.85,0.0,0.0,0.2647058824,0.2647058824,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,354620.0,0.0,0.0,0.86,,,,,,,,,,,,,,
335.0,KVR - KW Vorderrhein AG,CH,HDAM,WAT,0.85,0.0,0.0,0.2686567164,0.2686567164,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,349405.0,0.0,0.0,0.86,,,,,,,,,,,,,,
306.0,Blenio (OFIBLE),CH,HDAM,WAT,0.85,0.0,0.0,0.2941176471,0.2941176471,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,319158.0,0.0,0.0,0.86,,,,,,,,,,,,,,
259.0,KWM - KW Mattmark AG,CH,HPHS,WAT,0.86,0.0,0.0,1.1583011583,1.1583011583,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,68117.0,0.0,259.0,0.86,,,,,,,,,,,,,,
258.0,KWZ - KW Zervreila AG,CH,HDAM,WAT,0.85,0.0,0.0,0.3488372093,0.3488372093,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,269094.0,0.0,0.0,0.86,,,,,,,,,,,,,,
240.0,Hongrin-Laman (FMHL),CH,HPHS,WAT,0.86,0.0,0.0,1.25,1.25,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,63120.0,0.0,240.0,0.86,,,,,,,,,,,,,,
226.0,AET Leventina,CH,HDAM,WAT,0.85,0.0,0.0,0.3982300885,0.3982300885,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,235718.0,0.0,0.0,0.86,,,,,,,,,,,,,,
108.0,AKW - AG KW W??gital,CH,HPHS,WAT,0.86,0.0,0.0,2.7777777778,2.7777777778,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,28404.0,0.0,108.0,0.86,,,,,,,,,,,,,,
100.0,KW Rheinfelden CH,CH,HROR,WAT,1.0,0.0,0.0,2.2,2.2,0.0,0.0,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,
1057.0,DispaSET PHOT_CH,CH,PHOT,SUN,1.0,0.0,0.0,0.8514664144,0.8514664144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
75.0,DispaSET WindOn_CH,CH,WTON,WIN,1.0,0.0,0.0,1.8,1.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
3000.0,DispaSET HydroRiver_CH,CH,HROR,WAT,1.0,0.0,0.0,2.4444444444,2.4444444444,0.0,0.0,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,
1600.0,DispaSET HydroRes_CH,CH,HDAM,WAT,0.85,0.0,0.0,3.9130434783,3.9130434783,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,1668800.0,0.0,0.0,0.86,,,,,,,,,,,,,,
1000.0,DispaSET FossilGas_CH,CH,COMC,GAS,0.525,5.0,1.0,0.01117,0.01117,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
1000.0,DispaSET FossilGas_CH,CH,COMC,GAS,0.525,5.0,1.0,0.01117,0.01117,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
500.0,DispaSET FossilGas_CH,CH,COMC,GAS,0.525,5.0,1.0,0.02234,0.02234,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
500.0,DispaSET FossilGas_CH,CH,COMC,GAS,0.525,5.0,1.0,0.02234,0.02234,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
500.0,DispaSET FossilGas_CH,CH,COMC,GAS,0.525,5.0,1.0,0.02234,0.02234,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
500.0,DispaSET FossilGas_CH,CH,COMC,GAS,0.525,5.0,1.0,0.02234,0.02234,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
500.0,DispaSET FossilGas_CH,CH,COMC,GAS,0.525,5.0,1.0,0.02234,0.02234,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
843.7500000000001,CH_STUR_NUC,CH,STUR,NUC,1.0,24.0,24.0,0.0033333333333333,0.0033333333333333,,,0.0,0.5,1.0,12.0,0.0,,,,,,,CH_STUR_NUC,300,0.0,4.0,,,,,,,,,,
1394.0,CH_PHOT_SUN,CH,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,CH_PHOT_SUN,0,0.0,1.0,,,,,,,,,,
8979.8,CH_HPHS_WAT,CH,HPHS,WAT,0.8,0.0,0.0,0.0666666666666667,0.0666666666666667,,,0.0,0.0,1.0,0.0,0.0,,,5732197.1,0.0,4178.0,0.8,CH_HPHS_WAT,0,0.0,1.0,,,,,,,,,,
117.8,DK_STUR_BIO,DK,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,,1.3,0.35,0.35,1.0,0.0,back-pressure,1.0,,,,,DK_STUR_BIO,120,12.5,10.0,0.0,117.8,,,,,,,,
297.0546704,DK_COMC_GAS,DK,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,,0.0,0.36,0.57,1.0,0.42,,,,,,,DK_COMC_GAS,55,0.0,2.0,,,,,,,,,,
60.99289894,DK_GTUR_GAS,DK,GTUR,GAS,0.425,0.0,0.0,0.166666667,0.166666667,,,0.0,0.2,0.425,0.166666667,0.564705882,,,,,,,DK_GTUR_GAS,0,0.0,11.0,,,,,,,,,,
112.2555989,DK_STUR_GAS,DK,STUR,GAS,0.38,0.0,0.0,0.02,0.02,,,0.0,0.4,0.38,0.0,0.0,,,,,,,DK_STUR_GAS,0,0.0,13.0,,,,,,,,,,
692.4285714,DK_STUR_HRD,DK,STUR,HRD,0.46,8.0,8.0,0.017777778,0.017777778,,,0.0,0.3,0.46,2.0,0.81,,,,,,,DK_STUR_HRD,65,0.0,7.0,,,,,,,,,,
350.3333333,DK_STUR_OIL,DK,STUR,OIL,0.33,4.0,4.0,0.02,0.02,,,0.0,0.4,0.33,0.0,0.799636364,,,,,,,DK_STUR_OIL,65,0.0,3.0,,,,,,,,,,
851.0,DK_PHOT_SUN,DK,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,DK_PHOT_SUN,0,0.0,1.0,,,,,,,,,,
1271.0,DK_WTOF_WIN,DK,WTOF,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,DK_WTOF_WIN,0,0.0,1.0,,,,,,,,,,
3978.0,DK_WTON_WIN,DK,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,DK_WTON_WIN,0,0.0,1.0,,,,,,,,,,
47.23770415,DK_STUR_WST,DK,STUR,WST,0.2,0.0,0.0,0.02,0.02,,,0.0,0.0,0.2,0.0,0.0,,,,,,,DK_STUR_WST,0,0.0,7.0,,,,,,,,,,
1272.0,KW Simmering,AT,COMC,GAS,0.525,5.0,1.0,0.0087814465,0.0087814465,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
838.0,GDK-Mellach,AT,COMC,GAS,0.525,5.0,1.0,0.0133293556,0.0133293556,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
765.0,Kraftwerk Thei??,AT,COMC,GAS,0.525,5.0,1.0,0.0146013072,0.0146013072,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
730.0,Malta-Hauptstufe,AT,HPHS,WAT,0.86,0.0,0.0,0.4109589041,0.4109589041,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,35040.0,0.0,613.4453781513,0.86,,,,,,,,,,,,,,
400.0,Kraftwerk Timelkam GUD,AT,COMC,GAS,0.525,5.0,1.0,0.027925,0.027925,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
395.0,KW Donaustadt,AT,COMC,GAS,0.525,5.0,1.0,0.028278481,0.028278481,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
392.0,Kraftwerk D??rnrohr,AT,STUR,HRD,0.395,8.0,6.0,0.012755102,0.012755102,117242.17,0.0,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
360.0,H??usling,AT,HPHS,WAT,0.86,0.0,0.0,0.8333333333,0.8333333333,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,17280.0,0.0,302.5210084034,0.86,,,,,,,,,,,,,,
345.0,Mayrhofen,AT,HDAM,WAT,0.85,0.0,0.0,0.2608695652,0.2608695652,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,169395.0,0.0,0.0,0.0,,,,,,,,,,,,,,
328.0,Altenwarth,AT,HROR,WAT,1.0,0.0,0.0,0.6707317073,0.6707317073,0.0,0.0,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,
293.0,Greifenstein,AT,HROR,WAT,1.0,0.0,0.0,0.7508532423,0.7508532423,0.0,0.0,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,
287.0,Aschach,AT,HROR,WAT,1.0,0.0,0.0,0.7665505226,0.7665505226,0.0,0.0,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,
240.0,Kaprun-Hauptstufe,AT,HDAM,WAT,0.85,0.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,117840.0,0.0,0.0,0.0,,,,,,,,,,,,,,
237.0,Ybbs-Persenbeug,AT,HROR,WAT,1.0,0.0,0.0,0.9282700422,0.9282700422,0.0,0.0,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,
231.0,Ro??hag,AT,HPHS,WAT,0.86,0.0,0.0,1.2987012987,1.2987012987,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,11088.0,0.0,194.1176470588,0.86,,,,,,,,,,,,,,
220.0,FHKW Mellach,AT,STUR,HRD,0.395,8.0,6.0,0.0227272727,0.0227272727,117242.17,0.0,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
217.0,Fernheizkraftwerk Linz Mitte,AT,COMC,GAS,0.525,5.0,1.0,0.0514746544,0.0514746544,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
210.0,Wallsee-Mitterkirchen,AT,HROR,WAT,1.0,0.0,0.0,1.0476190476,1.0476190476,0.0,0.0,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,
200.0,Gerlos,AT,HDAM,WAT,0.85,0.0,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,98200.0,0.0,0.0,0.0,,,,,,,,,,,,,,
187.0,Melk,AT,HROR,WAT,1.0,0.0,0.0,1.1764705882,1.1764705882,0.0,0.0,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,
179.0,Ottensheim-Wilhering,AT,HROR,WAT,1.0,0.0,0.0,1.2290502793,1.2290502793,0.0,0.0,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,
172.0,Freudenau,AT,HROR,WAT,1.0,0.0,0.0,1.2790697674,1.2790697674,0.0,0.0,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,
168.0,Abwinden-Asten,AT,HROR,WAT,1.0,0.0,0.0,1.3095238095,1.3095238095,0.0,0.0,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,
158.0,FHKW Linz S??d,AT,COMC,GAS,0.525,5.0,1.0,0.0706962025,0.0706962025,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
153.0,voestalpine KW Linz,AT,COMC,GAS,0.525,5.0,1.0,0.0730065359,0.0730065359,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
150.0,Kraftwerk Riedersbach 2,AT,STUR,HRD,0.395,8.0,6.0,0.0333333333,0.0333333333,117242.17,0.0,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
150.0,Kraftwerk Korneuburg,AT,COMC,GAS,0.525,5.0,1.0,0.0744666667,0.0744666667,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
140.0,Kraftwerk Feldsee,AT,HPHS,WAT,0.86,0.0,0.0,2.1428571429,2.1428571429,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,6720.0,0.0,117.6470588235,0.86,,,,,,,,,,,,,,
140.0,KW Leopoldau,AT,COMC,GAS,0.525,5.0,1.0,0.0797857143,0.0797857143,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
120.0,Kaprun-Schwarzach,AT,HDAM,WAT,0.85,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,58920.0,0.0,0.0,0.0,,,,,,,,,,,,,,
120.0,Malta-Oberstufe,AT,HPHS,WAT,0.86,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,5760.0,0.0,100.8403361345,0.86,,,,,,,,,,,,,,
114.0,Kraftwerk Oschenik,AT,HPHS,WAT,0.86,0.0,0.0,2.6315789474,2.6315789474,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,5472.0,0.0,95.7983193277,0.86,,,,,,,,,,,,,,
113.0,Kaprun-Oberstufe,AT,HPHS,WAT,0.86,0.0,0.0,2.6548672566,2.6548672566,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,5424.0,0.0,94.9579831933,0.86,,,,,,,,,,,,,,
100.0,Kraftwerk Au??erfragant,AT,HDAM,WAT,0.85,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,49100.0,0.0,0.0,0.0,,,,,,,,,,,,,,
814.0,DispaSET PHOT_AT,AT,PHOT,SUN,1.0,0.0,0.0,1.1056511057,1.1056511057,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2306.0,DispaSET WindOn_AT,AT,WTON,WIN,1.0,0.0,0.0,0.0585429315,0.0585429315,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
393.0,DispaSET Biomass_AT,AT,STUR,BIO,0.45,8.0,6.0,0.0127226463,0.0127226463,2000.0,0.0,0.0,0.2,0.45,7.0,0.0,,,,,,,,,,,,,,,,,,,,
301.0,DispaSET FossilGas_AT0,AT,COMC,GAS,0.525,5.0,1.0,0.0371096346,0.0371096346,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
57.0,DispaSET FossilHardCoal_AT,AT,STUR,HRD,0.395,8.0,6.0,0.0877192982,0.0877192982,117242.17,0.0,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
288.0,DispaSET FossilOil_AT,AT,STUR,OIL,0.41,8.0,6.0,0.0173611111,0.0173611111,35280.965,0.0,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,,,,,,,
1250.0,DispaSET HydroPumpedSt_AT,AT,HPHS,WAT,0.86,0.0,0.0,0.1653803749,0.1653803749,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,60000.0,0.0,1050.4201680672,0.86,,,,,,,,,,,,,,
3500.0,DispaSET HydroRiver_AT,AT,HROR,WAT,1.0,0.0,0.0,0.0709677419,0.0709677419,0.0,0.0,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,
2544.0,DispaSET HydroRes_AT,AT,HDAM,WAT,0.85,0.0,0.0,0.0710900474,0.0710900474,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,1249104.0,0.0,0.0,0.0,,,,,,,,,,,,,,
600.0,DispaSET FossilGas_AT1,AT,COMC,GAS,0.525,5.0,1.0,0.0186166667,0.0186166667,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
600.0,DispaSET FossilGas_AT2,AT,COMC,GAS,0.525,5.0,1.0,0.0186166667,0.0186166667,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
600.0,DispaSET FossilGas_AT3,AT,COMC,GAS,0.525,5.0,1.0,0.0186166667,0.0186166667,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
145.4718892,AT_STUR_BIO,AT,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,,1.3,0.35,0.35,1.0,0.0,back-pressure,1.0,,,,,AT_STUR_BIO,120,12.5,2.0,0.0,145.4718892,,,,,,,,
406.1605294,AT_COMC_GAS,AT,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,,0.0,0.36,0.57,1.0,0.42,,,,,,,AT_COMC_GAS,55,0.0,9.0,,,,,,,,,,
52.77463649,AT_GTUR_GAS,AT,GTUR,GAS,0.425,0.0,0.0,0.166666667,0.166666667,,,0.0,0.2,0.425,0.166666667,0.564705882,,,,,,,AT_GTUR_GAS,0,0.0,3.0,,,,,,,,,,
660.4994908,AT_STUR_HRD,AT,STUR,HRD,0.46,8.0,8.0,0.017777778,0.017777778,,,0.0,0.3,0.46,2.0,0.81,,,,,,,AT_STUR_HRD,65,0.0,1.0,,,,,,,,,,
1031.0,AT_PHOT_SUN,AT,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,AT_PHOT_SUN,0,0.0,1.0,,,,,,,,,,
5574.7,AT_HROR_WAT,AT,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,AT_HROR_WAT,0,0.0,1.0,,,,,,,,,,
5936.0,AT_HPHS_WAT,AT,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,,0.0,0.0,1.0,0.0,0.0,,,1735630.76,0.0,2971.1,0.8,AT_HPHS_WAT,0,0.0,1.0,,,,,,,,,,
2730.0,AT_WTON_WIN,AT,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,AT_WTON_WIN,0,0.0,1.0,,,,,,,,,,
36.025,AT_STUR_WST,AT,STUR,WST,0.2,0.0,0.0,0.02,0.02,,,0.0,0.0,0.2,0.0,0.0,,,,,,,AT_STUR_WST,0,0.0,4.0,,,,,,,,,,
327.0203994877031,RO_COMC_GAS,RO,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,,0.0,0.36,0.57,1.0,0.42,,,,,,,RO_COMC_GAS,55.0,0.0,4.0,,,,,,,,,,
60.35244946221105,RO_GTUR_GAS,RO,GTUR,GAS,0.425,0.0,0.0,0.166666666666667,0.166666666666667,,,0.0,0.2,0.425,0.166666666666667,0.564705882352941,,,,,,,RO_GTUR_GAS,0.0,0.0,3.0,,,,,,,,,,
116.89023661091991,RO_STUR_GAS,RO,STUR,GAS,0.38,0.0,0.0,0.02,0.02,,,0.0,0.4,0.38,0.0,0.0,,,,,,,RO_STUR_GAS,0.0,0.0,29.0,,,,,,,,,,
478.6376811594203,RO_STUR_HRD,RO,STUR,HRD,0.46,8.0,8.0,0.0177777777777778,0.0177777777777778,,,0.0,0.3,0.46,2.0,0.81,,,,,,,RO_STUR_HRD,65.0,0.0,2.0,,,,,,,,,,
757.6666666666666,RO_STUR_LIG,RO,STUR,LIG,0.393,8.0,8.0,0.0152097902097901,0.0174825174825174,,,0.0,0.389,0.4075,5.0,1.0499999999999998,,,,,,,RO_STUR_LIG,65.0,12.56164383561645,6.0,,,,,,,,,,
649.0,RO_STUR_NUC,RO,STUR,NUC,1.0,24.0,24.0,0.0033333333333333,0.0033333333333333,,,0.0,0.5,1.0,12.0,0.0,,,,,,,RO_STUR_NUC,300.0,0.0,2.0,,,,,,,,,,
1301.0,RO_PHOT_SUN,RO,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,RO_PHOT_SUN,0.0,0.0,1.0,,,,,,,,,,
4006.0,RO_HDAM_WAT,RO,HDAM,WAT,0.8,0.0,0.0,0.0666666666666667,0.0666666666666667,,,0.0,0.0,1.0,0.0,0.0,,,2641200.0,0.0,0.0,0.8,RO_HDAM_WAT,0.0,0.0,1.0,,,,,,,,,,
2697.0,RO_HROR_WAT,RO,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,RO_HROR_WAT,0.0,0.0,1.0,,,,,,,,,,
2965.0,RO_WTON_WIN,RO,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,RO_WTON_WIN,0.0,0.0,1.0,,,,,,,,,,
153.8018787,ES_STUR_BIO,ES,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,,1.3,0.35,0.35,1.0,0.0,back-pressure,1.0,,,,,ES_STUR_BIO,120,12.5,4.0,0.0,153.8018787,,,,,,,,
414.346826,ES_COMC_GAS,ES,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,,0.0,0.36,0.57,1.0,0.42,,,,,,,ES_COMC_GAS,55,0.0,64.0,,,,,,,,,,
63.16975697,ES_GTUR_GAS,ES,GTUR,GAS,0.425,0.0,0.0,0.166666667,0.166666667,,,0.0,0.2,0.425,0.166666667,0.564705882,,,,,,,ES_GTUR_GAS,0,0.0,27.0,,,,,,,,,,
9.941612802,ES_ICEN_GAS,ES,ICEN,GAS,0.49,0.0,0.0,1.0,1.0,,,0.0,0.3,0.49,0.0,0.489795918,,,,,,,ES_ICEN_GAS,0,0.0,72.0,,,,,,,,,,
721.278871,ES_STUR_HRD,ES,STUR,HRD,0.46,8.0,8.0,0.017777778,0.017777778,,,0.0,0.3,0.46,2.0,0.81,,,,,,,ES_STUR_HRD,65,0.0,13.0,,,,,,,,,,
946.55,ES_STUR_NUC,ES,STUR,NUC,1.0,24.0,24.0,0.003333333,0.003333333,,,0.0,0.5,1.0,12.0,0.0,,,,,,,ES_STUR_NUC,300,0.0,8.0,,,,,,,,,,
