Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption
16,DICE6-17.07MW,17.07,,CY,,,ICEN,OIL,0.421,,,0.0586,0.0586,600.0,,0.0,0.8787,0.4063,0.0,0.0,,,,,,,,,,,,,,
17,V1STG1-130MW,130.0,,CY,,,STUR,OIL,0.4012,,,0.0277,0.0277,20000.0,,0.0,0.4435,0.3676,0.0,0.0,,,,,,,,,,,,,,
18,V2STG1-130MW,130.0,,CY,,,STUR,OIL,0.4012,,,0.0277,0.0277,20000.0,,0.0,0.4435,0.3676,0.0,0.0,,,,,,,,,,,,,,
19,V3STG1-130MW,130.0,,CY,,,STUR,OIL,0.4012,,,0.0277,0.0277,20000.0,,0.0,0.4435,0.3676,0.0,0.0,,,,,,,,,,,,,,
20,V-GTG-37.5MW,37.5,,CY,,,GTUR,OIL,0.306,,,0.1333,0.1333,2500.0,,0.0,0.106,0.1522,0.0,0.0,,,,,,,,,,,,,,
21,Vasilikos CCCP1,216.0,,CY,,,COMC,OIL,0.4868,6.0,,0.027272727,0.027272727,17500.0,,0.0,0.272727273,0.4793,0.0,0.0,p2h,0.0,0.25,100.0,,,,,800.0,0.03,,,,
22,Vasilikos CCCP2,216.0,,CY,,,COMC,OIL,0.4868,6.0,,0.027272727,0.027272727,17500.0,,0.0,0.272727273,0.4793,0.0,0.0,Extraction,1.0,0.18,,,,,,800.0,0.03,,,,
23,DispaSET WindOn_CY,147.0,,CY,,,WTON,WIN,1.0,0.0,0.0,0.108086469,0.108086469,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
24,DispaSET PHOT_CY,61.0,,CY,,,PHOT,SUN,1.0,0.0,0.0,0.304774805,0.304774805,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
CZ_STUR_BIO,CZ_STUR_BIO,175.0,4.0,CZ,,,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,12.5,1.3,0.35,0.35,1.0,0.0,back-pressure,1.0,0.0,175.0,,,,,,,,,,
CZ_COMC_GAS,CZ_COMC_GAS,245.9706691,2.0,CZ,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,
CZ_STUR_HRD,CZ_STUR_HRD,600.0,2.0,CZ,,,STUR,HRD,0.46,8.0,8.0,0.017777778,0.017777778,,0.0,0.0,0.3,0.46,2.0,0.81,,,,,,,,,,,,,,
CZ_STUR_LIG,CZ_STUR_LIG,757.6363636,11.0,CZ,,,STUR,LIG,0.393,8.0,8.0,0.01520979,0.017482517,,12.56164384,0.0,0.389,0.4075,5.0,1.05,,,,,,,,,,,,,,
CZ_STUR_NUC,CZ_STUR_NUC,808.0,5.0,CZ,,,STUR,NUC,1.0,24.0,24.0,0.003333333,0.003333333,,0.0,0.0,0.5,1.0,12.0,0.0,,,,,,,,,,,,,,
CZ_PHOT_SUN,CZ_PHOT_SUN,2027.0,1.0,CZ,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
CZ_HROR_WAT,CZ_HROR_WAT,431.0,1.0,CZ,,,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
CZ_HPHS_WAT,CZ_HPHS_WAT,1822.0,1.0,CZ,,,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,9110.0,0.0,1172.0,0.8,,
CZ_WTON_WIN,CZ_WTON_WIN,277.0,1.0,CZ,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,KW Janschwalde,3000.0,,DE,,,STUR,LIG,0.385,8.0,6.0,0.0016666667,0.0016666667,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,
,KW Boxberg,2484.0,,DE,,,STUR,LIG,0.385,8.0,6.0,0.0020128824,0.0020128824,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,
,KW Lippendorf,1782.0,,DE,,,STUR,LIG,0.385,8.0,6.0,0.0028058361,0.0028058361,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,
,KW Moorburg,1600.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.003125,0.003125,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,KW Schwarze Pumpe,1524.0,,DE,,,STUR,LIG,0.385,8.0,6.0,0.0032808399,0.0032808399,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,
,PSW Goldisthal,1060.0,,DE,,,HPHS,WAT,0.86,0.0,0.0,0.2830188679,0.2830188679,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,6678.0,0.0,1060.0,0.86,,
,Schkopau,900.0,,DE,,,STUR,LIG,0.385,8.0,6.0,0.0055555556,0.0055555556,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,
,PSW Markersbach,870.0,,DE,,,HPHS,WAT,0.86,0.0,0.0,0.3448275862,0.3448275862,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,5481.0,0.0,870.0,0.86,,
,HKW Reuter West,564.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0088652482,0.0088652482,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Kraftwerk Rostock,514.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0097276265,0.0097276265,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Heizkraftwerk Mitte,444.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0251576577,0.0251576577,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Industriekraftwerk PCK,359.0,,DE,,,STUR,OIL,0.41,8.0,6.0,0.0139275766,0.0139275766,35280.965,,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,
,Windpark Baltic 1 and 2,336.0,,DE,,,WTOF,WIN,1.0,0.0,0.0,0.4166666667,0.4166666667,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,PSW Hohenwarte II,320.0,,DE,,,HPHS,WAT,0.86,0.0,0.0,0.9375,0.9375,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,2016.0,0.0,320.0,0.86,,
,HKW Tiefstack,314.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0159235669,0.0159235669,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Thyrow,300.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0372333333,0.0372333333,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,HKW Lichterfelde,288.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0387847222,0.0387847222,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Wilmersdorf,276.0,,DE,,,STUR,OIL,0.41,8.0,6.0,0.018115942,0.018115942,35280.965,,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,
,Heizkraftwerk Nossener Bruecke,270.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0413703704,0.0413703704,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Brunsb??ttel,256.0,,DE,,,STUR,OIL,0.41,8.0,6.0,0.01953125,0.01953125,35280.965,,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,
,HKW Wedel,250.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.02,0.02,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Charlottenburg,213.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0524413146,0.0524413146,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,HKW Nord 2,167.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0668862275,0.0668862275,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,HKW Klingenberg,164.0,,DE,,,STUR,LIG,0.385,8.0,6.0,0.0304878049,0.0304878049,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,
,HKW Reuter,160.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.03125,0.03125,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Ahrensfelde,152.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0734868421,0.0734868421,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Moabit,140.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0357142857,0.0357142857,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,PSW Geesthacht,120.0,,DE,,,HPHS,WAT,0.86,0.0,0.0,2.5,2.5,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,756.0,0.0,120.0,0.86,,
,Vorarlberger Illwerke AG,1824.0,,DE,,,HPHS,WAT,0.86,0.0,0.0,0.1644736842,0.1644736842,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,11491.2,0.0,1824.0,0.86,,
,Kernkraftwerk Philippsburg,1402.0,,DE,,,STUR,NUC,0.405,24.0,24.0,0.002446505,0.002446505,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,
,Rheinhafen-Dampfkraftwerk Karlsruhe,1347.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0037119525,0.0037119525,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Kernkraftwerk Neckarwestheim,1310.0,,DE,,,STUR,NUC,0.405,24.0,24.0,0.0026183206,0.0026183206,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,
,HKW Altbach/Deizisau,1022.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0048923679,0.0048923679,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Heizkraftwerk Heilbronn,778.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0064267352,0.0064267352,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Schluchseewerk AG 1,455.0,,DE,,,HPHS,WAT,0.86,0.0,0.0,0.6593406593,0.6593406593,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,2866.5,0.0,455.0,0.86,,
,Rheinhafen-Dampfkraftwerk Karlsruhe 2,353.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0316430595,0.0316430595,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Schluchseewerk AG 2,235.0,,DE,,,HPHS,WAT,0.86,0.0,0.0,1.2765957447,1.2765957447,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,1480.5,0.0,235.0,0.86,,
,Schluchseewerk AG 3,180.0,,DE,,,HPHS,WAT,0.86,0.0,0.0,1.6666666667,1.6666666667,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,1134.0,0.0,180.0,0.86,,
,Heizkraftwerk Stuttgart-Manster,178.0,,DE,,,STUR,WST,0.465,7.335,7.335,1.8134831461,1.8134831461,0.0,,0.0,0.3,0.465,0.0,0.0,,,,,,,,,,,,,,
,Rheinkraftwerk Iffezheim,146.0,,DE,,,HROR,WAT,1.0,0.0,0.0,1.5068493151,1.5068493151,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,
,Kraftwerk Walheim,136.0,,DE,,,STUR,OIL,0.41,8.0,6.0,0.0367647059,0.0367647059,35280.965,,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,
,KW Laufenburg,106.0,,DE,,,HROR,WAT,1.0,0.0,0.0,2.0754716981,2.0754716981,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,
,KW Rheinfelden DE,100.0,,DE,,,HROR,WAT,1.0,0.0,0.0,2.2,2.2,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,
,Irsching,1811.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0061678631,0.0061678631,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Isar 2,1410.0,,DE,,,STUR,NUC,0.405,24.0,24.0,0.0024326241,0.0024326241,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,
,Brokdorf,1410.0,,DE,,,STUR,NUC,0.405,24.0,24.0,0.0024326241,0.0024326241,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,
,Grohnde,1360.0,,DE,,,STUR,NUC,0.405,24.0,24.0,0.0025220588,0.0025220588,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,
,Staudinger,1132.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0044169611,0.0044169611,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Heyden,875.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0057142857,0.0057142857,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Franken I,823.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0135722965,0.0135722965,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Ingolstadt,772.0,,DE,,,STUR,OIL,0.41,8.0,6.0,0.0064766839,0.0064766839,35280.965,,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,
,Wilhelmshaven,757.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0066050198,0.0066050198,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Kraftwerk Wilhelmshaven,720.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0069444444,0.0069444444,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,KW Mehrum (KWM),690.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0072463768,0.0072463768,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,KW Silz,500.0,,DE,,,HDAM,WAT,0.85,0.0,0.0,0.18,0.18,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,295000.0,0.0,0.0,0.86,,
,Waldeck II,480.0,,DE,,,HPHS,WAT,0.86,0.0,0.0,0.625,0.625,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,3024.0,0.0,480.0,0.86,,
,Kraftwerk Zolling,472.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0105932203,0.0105932203,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,KW Hafen,427.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0117096019,0.0117096019,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Sued GuD2,400.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.027925,0.027925,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Global Tech I,400.0,,DE,,,WTOF,WIN,1.0,0.0,0.0,0.35,0.35,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Kraftwerk Buschhaus,352.0,,DE,,,STUR,LIG,0.385,8.0,6.0,0.0142045455,0.0142045455,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,
,Kraftwerk Farge,345.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0144927536,0.0144927536,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Nord 2,333.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.015015015,0.015015015,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Kiel,323.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0154798762,0.0154798762,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Huntorf,321.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0347975078,0.0347975078,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Borkum Riffgrund I,312.0,,DE,,,WTOF,WIN,1.0,0.0,0.0,0.4487179487,0.4487179487,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Sued GuD1,298.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0374832215,0.0374832215,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,KW Kahtai,289.0,,DE,,,HPHS,WAT,0.86,0.0,0.0,1.0380622837,1.0380622837,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,1820.7,0.0,289.0,0.86,,
,OWP Butendiek,288.0,,DE,,,WTOF,WIN,1.0,0.0,0.0,0.4861111111,0.4861111111,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,DanTysk,288.0,,DE,,,WTOF,WIN,1.0,0.0,0.0,0.4861111111,0.4861111111,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Offshore Windpark,288.0,,DE,,,WTOF,WIN,1.0,0.0,0.0,0.4861111111,0.4861111111,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Amrumbank West,288.0,,DE,,,WTOF,WIN,1.0,0.0,0.0,0.4861111111,0.4861111111,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,HKW West,277.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0180505415,0.0180505415,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,GKW Hannover (GKH),272.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0183823529,0.0183823529,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,KW Hastedt,267.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.041835206,0.041835206,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Heizkraftwerk Linden (GKL),230.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0485652174,0.0485652174,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,PSW Erzhausen,228.0,,DE,,,HPHS,WAT,0.86,0.0,0.0,1.3157894737,1.3157894737,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,1436.4,0.0,228.0,0.86,,
,Kraftwerk HKW West,227.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0220264317,0.0220264317,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Windpark Trianel Borkum West,200.0,,DE,,,WTOF,WIN,1.0,0.0,0.0,0.7,0.7,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Gemeinschaftskraftwerk Burghausen,160.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0698125,0.0698125,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,KW Mittelsbueren,150.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0744666667,0.0744666667,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Windpark Havelland,147.0,,DE,,,WTON,WIN,1.0,0.0,0.0,0.9183673469,0.9183673469,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,HKW Niederrad,124.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0900806452,0.0900806452,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,HKW Nord 1,123.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0406504065,0.0406504065,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Offshore-Windpark RIFFGAT,113.0,,DE,,,WTOF,WIN,1.0,0.0,0.0,1.2389380531,1.2389380531,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,KW Herrenhausen (KWH),100.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.1117,0.1117,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Neurath,4179.0,,DE,,,STUR,LIG,0.385,8.0,6.0,0.0011964585,0.0011964585,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,
,Niederau??em,3366.0,,DE,,,STUR,LIG,0.385,8.0,6.0,0.0014854427,0.0014854427,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,
,Gundremmingen,2572.0,,DE,,,STUR,NUC,0.405,24.0,24.0,0.0013335925,0.0013335925,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,
,Weisweiler,2426.0,,DE,,,STUR,LIG,0.385,8.0,6.0,0.0020610058,0.0020610058,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,
,Gersteinwerk,2005.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0055710723,0.0055710723,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Emsland 1,1820.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0061373626,0.0061373626,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Kraftwerk Voerde,1390.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0035971223,0.0035971223,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Emsland 2,1184.0,,DE,,,STUR,NUC,0.405,24.0,24.0,0.0028969595,0.0028969595,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,
,Vianden,1291.0,,DE,,,HPHS,WAT,0.86,0.0,0.0,0.2323780015,0.2323780015,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,8133.3,0.0,1291.0,0.86,,
,Walsum,1095.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.00456621,0.00456621,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Westfalen,1014.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0049309665,0.0049309665,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Kraftwerk Lausward,995.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0112261307,0.0112261307,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Schluchsee,870.0,,DE,,,HPHS,WAT,0.86,0.0,0.0,0.3448275862,0.3448275862,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,5481.0,0.0,870.0,0.86,,
,HKW Niehl,866.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0128983834,0.0128983834,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,KW Hamm-Uentrop,834.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0133932854,0.0133932854,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Ibbenbaren,792.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0063131313,0.0063131313,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,KW Mainz-Wiesbaden,785.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0142292994,0.0142292994,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Knapsack 1,784.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.014247449,0.014247449,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,KW Lanen,750.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0066666667,0.0066666667,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Herne,740.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0067567568,0.0067567568,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Bexbach,726.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0068870523,0.0068870523,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Bergkamen,717.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0069735007,0.0069735007,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Scholven,690.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0072463768,0.0072463768,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Weiher,656.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0076219512,0.0076219512,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,GK-West,640.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0078125,0.0078125,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,GuD Dormagen,587.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0190289608,0.0190289608,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Frimmersdorf,580.0,,DE,,,STUR,LIG,0.385,8.0,6.0,0.0086206897,0.0086206897,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,
,Luenen,473.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0105708245,0.0105708245,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Knapsack 2,426.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0262206573,0.0262206573,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,HERDECKE,424.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0263443396,0.0263443396,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,GuD Ludwigshafen Mitte,412.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0271116505,0.0271116505,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Voelklingen,390.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0128205128,0.0128205128,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Kaunertal (TIWAG),39.0,,DE,,,HDAM,WAT,0.85,0.0,0.0,2.3076923077,2.3076923077,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,23010.0,0.0,0.0,0.86,,
,Elverlingsen,325.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0153846154,0.0153846154,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,RUHRORT-KW,71.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0704225352,0.0704225352,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,GuD Ludwigshafen Sad,316.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0353481013,0.0353481013,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Ensdorf,310.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0161290323,0.0161290323,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
