Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption
,[AGIOS NIKOLAOS POWER CC-1 GT 1,AGIOS NIKOLAOS POWER CC-1 GT 2,AGIOS NIKOLAOS POWER CC-1 SC 1],334,,EL,,,COMC,GAS,0.4493,2,2,0.038709677,0.038709677,15000,,0,0.389221557,0.336975,2,0.44,,,,,,,,,,,,
,[THISVI ELPEDISON GT 1,THISVI ELPEDISON SC 1],410,,EL,,,COMC,GAS,0.56,2,2,0.024390244,0.024390244,15000,,0,0.56097561,0.42,2,0.44,,,,,,,,,,,,,
,[THESSALONIKI POWER GT 1,THESSALONIKI POWER SC 1],400,,EL,,,COMC,GAS,0.561,2,2,0.023076923,0.023076923,15000,,0,0.55,0.42075,2,0.44,,,,,,,,,,,,,
,THIVA HERON-2 CC 1,422,,EL,,,COMC,GAS,0.57,2,2,0.028436019,0.028436019,15000,,0,0.462085308,0.4275,2,0.44,,,,,,,,,,,,,,
,THIVA HERON-1 GT 1,49,,EL,,,GTUR,GAS,0.39,1,1,0.06122449,0.163265306,4000,,0,0.204081633,0.273,2,0.44,,,,,,,,,,,,,,
,THIVA HERON-1 GT 2,49,,EL,,,GTUR,GAS,0.39,1,1,0.06122449,0.163265306,4000,,0,0.204081633,0.273,2,0.44,,,,,,,,,,,,,,
,THIVA HERON-1 GT 3,49,,EL,,,GTUR,GAS,0.39,1,1,0.06122449,0.163265306,4000,,0,0.204081633,0.273,2,0.44,,,,,,,,,,,,,,
,[ILARIONAS 1,ILARIONAS 2,ILARIONAS A1],154,,EL,,,HDAM,WAT,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,95550,,,
,KORINTHOS POWER CC 1,433,,EL,,,COMC,GAS,0.58,2,2,0.032258065,0.032258065,15000,,0,0.45034642,0.435,2,0.44,,,,,,,,,,,,,,
,AGIOS NIKOLAOS POWER CC-2 CC 1,432,,EL,,,COMC,GAS,0.58,2,2,0.03235498,0.03235498,15000,,0,0.451388889,0.435,2,0.44,,,,,,,,,,,,,,
,THISAVROS,384,,EL,,,HPHS,WAT,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,264545.5556,,100,0.8,,
,[AGRAS 1,AGRAS 2],50,,EL,,,HROR,WAT,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,0,,,,
,[ASSOMATA 1,ASSOMATA 2],108,,EL,,,HDAM,WAT,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,1415.555556,,,,
,EDESSAIOS 1,19,,EL,,,HROR,WAT,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,0,,,,,
,GHIONA 1,8.5,,EL,,,HROR,WAT,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,0,,,,,
,[GLAFKOS-II NO1,GLAFKOS-II NO2],4.8,,EL,,,HROR,WAT,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,0,,,,
,[KASTRAKI 1,KASTRAKI 2,KASTRAKI 3,KASTRAKI 4],320,,EL,,,HDAM,WAT,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,13850.66667,,
,[KREMASTA 1,KREMASTA 2,KREMASTA 3,KREMASTA 4],437,,EL,,,HDAM,WAT,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,1482250,,
,LADONAS,70,,EL,,,HDAM,WAT,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,7012.444444,,,,,
,[LOUROS 1,LOUROS 2,LOUROS 3],10.3,,EL,,,HROR,WAT,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,0,,,
,[MAKROHORI-I NO 1,MAKROHORI-I NO 2,MAKROHORI-I NO 3],10.8,,EL,,,HROR,WAT,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,0,,,
,[PLASTIRA 1,PLASTIRA 2,PLASTIRA 3],130,,EL,,,HDAM,WAT,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,67783.33333,,,
,[PIGAI AOOS 1,PIGAI AOOS 2],210,,EL,,,HDAM,WAT,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,30576,,,,
,[PLATANOVRISI 1,PLATANOVRISI 2],116,,EL,,,HDAM,WAT,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,14740.83333,,,,
,[POLYPHYTON 1,POLYPHYTON 2,POLYPHYTON 3],375,,EL,,,HDAM,WAT,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,371964.4444,,,
,[POURNARI-II NO 1,POURNARI-II NO 2],34,,EL,,,HDAM,WAT,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,163.3333333,,,,
,[POURNARI-I NO 1,POURNARI-I NO 2,POURNARI-I NO 3,POURNARI-I NO A1],300,,EL,,,HDAM,WAT,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,71760.5,,
,[SFIKIA 1,SFIKIA 2,SFIKIA 3],315,,EL,,,HPHS,WAT,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,4018,,315,0.8
,[STRATOS-II NO 1,STRATOS-II NO 2],6,,EL,,,HDAM,WAT,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,0,,,,
,[STRATOS-I NO 1,STRATOS-I NO 2],150,,EL,,,HROR,WAT,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,778.5555556,,,,
,Cluster Wind Onshore,1613,,EL,,,WTON,WIN,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,,,,,,
,Cluster Solar,2429,,EL,,,PHOT,SUN,1,0,0,1,1,0,,0,0,0.5,1,0,,,,,,,,,,,,,,
,Cluster Other renewable,298,,EL,,,STUR,BIO,0.39,1,1,0.04,0.05,10728,,0,0.2,0.195,1,0,,,,,,,,,,,,,,
EL_COMC_GAS,EL_COMC_GAS,393.638246574988,10,EL,,,COMC,GAS,0.57,2,4,0.03,0.03,,0,0,0.36,0.57,1,0.42,,,,,,,,,,,,,,
EL_GTUR_GAS,EL_GTUR_GAS,63.4482201363211,14,EL,,,GTUR,GAS,0.425,0,0,0.166666666666667,0.166666666666667,,0,0,0.2,0.425,0.166666666666667,0.564705882352941,,,,,,,,,,,,,,
EL_ICEN_GAS,EL_ICEN_GAS,9.15232414123038,10,EL,,,ICEN,GAS,0.49,0,0,1,1,,0,0,0.3,0.49,0,0.489795918367347,,,,,,,,,,,,,,
EL_STUR_GAS,EL_STUR_GAS,119.952381994881,4,EL,,,STUR,GAS,0.38,0,0,0.02,0.02,,0,0,0.4,0.38,0,0,,,,,,,,,,,,,,
EL_STUR_LIG,EL_STUR_LIG,652,6,EL,,,STUR,LIG,0.393,8,8,0.0152097902097901,0.0174825174825174,,12.5616438356165,0,0.389,0.4075,5,1.05,,,,,,,,,,,,,,
EL_PHOT_SUN,EL_PHOT_SUN,2650,1,EL,,,PHOT,SUN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
EL_HPHS_WAT,EL_HPHS_WAT,3102,1,EL,,,HPHS,WAT,0.8,0,0,0.0666666666666667,0.0666666666666667,,0,0,0,1,0,0,,,,,,,,,1700000,0,699,0.8,,
EL_WTON_WIN,EL_WTON_WIN,2092,1,EL,,,WTON,WIN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
ES_STUR_BIO,ES_STUR_BIO,153.8018787,4,ES,,,STUR,BIO,0.46,4,6,0.02,0.02,,12.5,1.3,0.35,0.35,1,0,back-pressure,1,0,153.8018787,,,,,,,,,,
ES_COMC_GAS,ES_COMC_GAS,414.346826,64,ES,,,COMC,GAS,0.57,2,4,0.03,0.03,,0,0,0.36,0.57,1,0.42,,,,,,,,,,,,,,
ES_GTUR_GAS,ES_GTUR_GAS,63.16975697,27,ES,,,GTUR,GAS,0.425,0,0,0.166666667,0.166666667,,0,0,0.2,0.425,0.166666667,0.564705882,,,,,,,,,,,,,,
ES_ICEN_GAS,ES_ICEN_GAS,9.941612802,72,ES,,,ICEN,GAS,0.49,0,0,1,1,,0,0,0.3,0.49,0,0.489795918,,,,,,,,,,,,,,
ES_STUR_HRD,ES_STUR_HRD,721.278871,13,ES,,,STUR,HRD,0.46,8,8,0.017777778,0.017777778,,0,0,0.3,0.46,2,0.81,,,,,,,,,,,,,,
ES_STUR_NUC,ES_STUR_NUC,946.55,8,ES,,,STUR,NUC,1,24,24,0.003333333,0.003333333,,0,0,0.5,1,12,0,,,,,,,,,,,,,,
ES_PHOT_SUN,ES_PHOT_SUN,6970,1,ES,,,PHOT,SUN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
ES_HROR_WAT,ES_HROR_WAT,2723,1,ES,,,HROR,WAT,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
ES_HPHS_WAT,ES_HPHS_WAT,24669.7,1,ES,,,HPHS,WAT,0.8,0,0,0.066666667,0.066666667,,0,0,0,1,0,0,,,,,,,,,13674197.4,0,5593.4,0.8,,
ES_WTON_WIN,ES_WTON_WIN,22772.1,1,ES,,,WTON,WIN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
ES_STUR_WST,ES_STUR_WST,39.17908676,5,ES,,,STUR,WST,0.2,0,0,0.02,0.02,,0,0,0,0.2,0,0,,,,,,,,,,,,,,
FI_STUR_BIO,FI_STUR_BIO,170.4444444,9,FI,,,STUR,BIO,0.46,4,6,0.02,0.02,,12.5,1.3,0.35,0.35,1,0,back-pressure,1,0,170.4444444,,,,,,,,,,
FI_COMC_GAS,FI_COMC_GAS,391,2,FI,,,COMC,GAS,0.57,2,4,0.03,0.03,,0,0,0.36,0.57,1,0.42,,,,,,,,,,,,,,
FI_GTUR_GAS,FI_GTUR_GAS,63.30563846,16,FI,,,GTUR,GAS,0.425,0,0,0.166666667,0.166666667,,0,0,0.2,0.425,0.166666667,0.564705882,,,,,,,,,,,,,,
FI_STUR_HRD,FI_STUR_HRD,683.2,5,FI,,,STUR,HRD,0.46,8,8,0.017777778,0.017777778,,0,0,0.3,0.46,2,0.81,,,,,,,,,,,,,,
FI_STUR_NUC,FI_STUR_NUC,927.3333333,3,FI,,,STUR,NUC,1,24,24,0.003333333,0.003333333,,0,0,0.5,1,12,0,,,,,,,,,,,,,,
FI_STUR_OIL,FI_STUR_OIL,297.6666667,3,FI,,,STUR,OIL,0.33,4,4,0.02,0.02,,0,0,0.4,0.33,0,0.799636364,,,,,,,,,,,,,,
FI_STUR_PEA,FI_STUR_PEA,141.0469661,6,FI,,,STUR,PEA,0.3,4,4,0.02,0.02,,0,0,0.5,0.3,0,0,,,,,,,,,,,,,,
FI_HROR_WAT,FI_HROR_WAT,3112,1,FI,,,HROR,WAT,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
FI_WTON_WIN,FI_WTON_WIN,1432,1,FI,,,WTON,WIN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
FI_STUR_OTH,FI_STUR_OTH,136.4705882,9,FI,,,STUR,OTH,0.3,4,4,0.02,0.02,,0,0,0.5,0.3,0,0,,,,,,,,,,,,,,
,GRAND MAISON,1690,,FR,,,HPHS,WAT,0.86,0,0,0.1775147929,0.1775147929,0,,0,0,0.86,0.3,0,,,,,,,,,62530,0,1690,0.86,,
,CHOOZ 1,1500,,FR,,,STUR,NUC,0.405,24,24,0.0022866667,0.0022866667,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,CHOOZ 2,1500,,FR,,,STUR,NUC,0.405,24,24,0.0022866667,0.0022866667,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,CIVAUX 2,1495,,FR,,,STUR,NUC,0.405,24,24,0.0022943144,0.0022943144,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,CIVAUX 1,1495,,FR,,,STUR,NUC,0.405,24,24,0.0022943144,0.0022943144,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,ST ALBAN 2,1335,,FR,,,STUR,NUC,0.405,24,24,0.0025692884,0.0025692884,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,ST ALBAN 1,1335,,FR,,,STUR,NUC,0.405,24,24,0.0025692884,0.0025692884,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,PENLY 2,1330,,FR,,,STUR,NUC,0.405,24,24,0.0025789474,0.0025789474,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,PENLY 1,1330,,FR,,,STUR,NUC,0.405,24,24,0.0025789474,0.0025789474,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,FLAMANVILLE 2,1330,,FR,,,STUR,NUC,0.405,24,24,0.0025789474,0.0025789474,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,PALUEL 1,1330,,FR,,,STUR,NUC,0.405,24,24,0.0025789474,0.0025789474,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,FLAMANVILLE 1,1330,,FR,,,STUR,NUC,0.405,24,24,0.0025789474,0.0025789474,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,PALUEL 4,1330,,FR,,,STUR,NUC,0.405,24,24,0.0025789474,0.0025789474,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,PALUEL 2,1330,,FR,,,STUR,NUC,0.405,24,24,0.0025789474,0.0025789474,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,PALUEL 3,1330,,FR,,,STUR,NUC,0.405,24,24,0.0025789474,0.0025789474,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,GOLFECH 1,1310,,FR,,,STUR,NUC,0.405,24,24,0.0026183206,0.0026183206,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,BELLEVILLE 1,1310,,FR,,,STUR,NUC,0.405,24,24,0.0026183206,0.0026183206,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,NOGENT 1,1310,,FR,,,STUR,NUC,0.405,24,24,0.0026183206,0.0026183206,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,BELLEVILLE 2,1310,,FR,,,STUR,NUC,0.405,24,24,0.0026183206,0.0026183206,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,NOGENT 2,1310,,FR,,,STUR,NUC,0.405,24,24,0.0026183206,0.0026183206,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,GOLFECH 2,1310,,FR,,,STUR,NUC,0.405,24,24,0.0026183206,0.0026183206,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,CATTENOM 1,1300,,FR,,,STUR,NUC,0.405,24,24,0.0026384615,0.0026384615,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,CATTENOM 2,1300,,FR,,,STUR,NUC,0.405,24,24,0.0026384615,0.0026384615,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,CATTENOM 4,1300,,FR,,,STUR,NUC,0.405,24,24,0.0026384615,0.0026384615,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,CATTENOM 3,1300,,FR,,,STUR,NUC,0.405,24,24,0.0026384615,0.0026384615,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,TRICASTIN 1,915,,FR,,,STUR,NUC,0.405,24,24,0.0037486339,0.0037486339,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,TRICASTIN 2,915,,FR,,,STUR,NUC,0.405,24,24,0.0037486339,0.0037486339,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,ST LAURENT 2,915,,FR,,,STUR,NUC,0.405,24,24,0.0037486339,0.0037486339,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,CRUAS 2,915,,FR,,,STUR,NUC,0.405,24,24,0.0037486339,0.0037486339,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,CRUAS 1,915,,FR,,,STUR,NUC,0.405,24,24,0.0037486339,0.0037486339,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,CRUAS 3,915,,FR,,,STUR,NUC,0.405,24,24,0.0037486339,0.0037486339,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,ST LAURENT 1,915,,FR,,,STUR,NUC,0.405,24,24,0.0037486339,0.0037486339,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,TRICASTIN 4,915,,FR,,,STUR,NUC,0.405,24,24,0.0037486339,0.0037486339,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,CRUAS 4,915,,FR,,,STUR,NUC,0.405,24,24,0.0037486339,0.0037486339,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,TRICASTIN 3,915,,FR,,,STUR,NUC,0.405,24,24,0.0037486339,0.0037486339,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,MONTEZIC,910,,FR,,,HPHS,WAT,0.86,0,0,0.3296703297,0.3296703297,0,,0,0,0.86,0.3,0,,,,,,,,,33670,0,910,0.86,,
,GRAVELINES 6,910,,FR,,,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,GRAVELINES 5,910,,FR,,,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,BLAYAIS 2,910,,FR,,,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,GRAVELINES 4,910,,FR,,,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,BUGEY 2,910,,FR,,,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,BLAYAIS 3,910,,FR,,,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,BLAYAIS 4,910,,FR,,,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,GRAVELINES 3,910,,FR,,,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,GRAVELINES 1,910,,FR,,,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,BUGEY 3,910,,FR,,,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,GRAVELINES 2,910,,FR,,,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,BLAYAIS 1,910,,FR,,,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,CHINON 4,905,,FR,,,STUR,NUC,0.405,24,24,0.0037900552,0.0037900552,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,CHINON 3,905,,FR,,,STUR,NUC,0.405,24,24,0.0037900552,0.0037900552,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,CHINON 2,905,,FR,,,STUR,NUC,0.405,24,24,0.0037900552,0.0037900552,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,CHINON 1,905,,FR,,,STUR,NUC,0.405,24,24,0.0037900552,0.0037900552,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,DAMPIERRE 4,890,,FR,,,STUR,NUC,0.405,24,24,0.0038539326,0.0038539326,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,DAMPIERRE 3,890,,FR,,,STUR,NUC,0.405,24,24,0.0038539326,0.0038539326,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,DAMPIERRE 1,890,,FR,,,STUR,NUC,0.405,24,24,0.0038539326,0.0038539326,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,DAMPIERRE 2,890,,FR,,,STUR,NUC,0.405,24,24,0.0038539326,0.0038539326,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,BUGEY 5,880,,FR,,,STUR,NUC,0.405,24,24,0.0038977273,0.0038977273,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,FESSENHEIM 2,880,,FR,,,STUR,NUC,0.405,24,24,0.0038977273,0.0038977273,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,FESSENHEIM 1,880,,FR,,,STUR,NUC,0.405,24,24,0.0038977273,0.0038977273,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,BUGEY 4,880,,FR,,,STUR,NUC,0.405,24,24,0.0038977273,0.0038977273,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,REVIN,808,,FR,,,HPHS,WAT,0.86,0,0,0.3712871287,0.3712871287,0,,0,0,0.86,0.3,0,,,,,,,,,29896,0,808,0.86,,
,DK6,796,,FR,,,COMC,GAS,0.525,5,1,0.0140326633,0.0140326633,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,SUPER BISSORTE,742,,FR,,,HPHS,WAT,0.86,0,0,0.4043126685,0.4043126685,0,,0,0,0.86,0.3,0,,,,,,,,,27454,0,742,0.86,,
,CORDEMAIS 3,685,,FR,,,STUR,OIL,0.41,8,6,0.0072992701,0.0072992701,35280.965,,0,0.3,0.41,7,0.79,,,,,,,,,,,,,,
,ARAMON 1,685,,FR,,,STUR,OIL,0.41,8,6,0.0072992701,0.0072992701,35280.965,,0,0.3,0.41,7,0.79,,,,,,,,,,,,,,
,ARAMON 2,685,,FR,,,STUR,OIL,0.41,8,6,0.0072992701,0.0072992701,35280.965,,0,0.3,0.41,7,0.79,,,,,,,,,,,,,,
,CORDEMAIS 2,685,,FR,,,STUR,OIL,0.41,8,6,0.0072992701,0.0072992701,35280.965,,0,0.3,0.41,7,0.79,,,,,,,,,,,,,,
,EMILE HUCHET 6,595,,FR,,,STUR,HRD,0.395,8,6,0.0084033613,0.0084033613,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,PROVENCE 5,595,,FR,,,STUR,HRD,0.395,8,6,0.0084033613,0.0084033613,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,PORCHEVILLE 2,585,,FR,,,STUR,OIL,0.41,8,6,0.0085470085,0.0085470085,35280.965,,0,0.3,0.41,7,0.79,,,,,,,,,,,,,,
,PORCHEVILLE 1,585,,FR,,,STUR,OIL,0.41,8,6,0.0085470085,0.0085470085,35280.965,,0,0.3,0.41,7,0.79,,,,,,,,,,,,,,
,PORCHEVILLE 4,585,,FR,,,STUR,OIL,0.41,8,6,0.0085470085,0.0085470085,35280.965,,0,0.3,0.41,7,0.79,,,,,,,,,,,,,,
,HAVRE 4,580,,FR,,,STUR,HRD,0.395,8,6,0.0086206897,0.0086206897,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,CORDEMAIS 5,580,,FR,,,STUR,HRD,0.395,8,6,0.0086206897,0.0086206897,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,CORDEMAIS 4,580,,FR,,,STUR,HRD,0.395,8,6,0.0086206897,0.0086206897,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,BATHIE,546,,FR,,,HDAM,WAT,0.85,0,0,0.1648351648,0.1648351648,0,,0,0,0.85,0.3,0,,,,,,,,,226044,0,0,0.86,,
,PORCHEVILLE 3,535,,FR,,,STUR,OIL,0.41,8,6,0.0093457944,0.0093457944,35280.965,,0,0.3,0.41,7,0.79,,,,,,,,,,,,,,
,CHEYLAS,485,,FR,,,HPHS,WAT,0.86,0,0,0.618556701,0.618556701,0,,0,0,0.86,0.3,0,,,,,,,,,17945,0,485,0.86,,
,MARTIGUES PONTEAU 5,465,,FR,,,COMC,GAS,0.525,5,1,0.0240215054,0.0240215054,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,MARTIGUES PONTEAU 6,465,,FR,,,COMC,GAS,0.525,5,1,0.0240215054,0.0240215054,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,POUGET,447,,FR,,,HDAM,WAT,0.85,0,0,0.2013422819,0.2013422819,0,,0,0,0.85,0.3,0,,,,,,,,,185058,0,0,0.86,,
,SPEM,435,,FR,,,COMC,GAS,0.525,5,1,0.0256781609,0.0256781609,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,CYCOFOS,428,,FR,,,COMC,GAS,0.525,5,1,0.0260981308,0.0260981308,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,BLENOD 5,427,,FR,,,COMC,GAS,0.525,5,1,0.0261592506,0.0261592506,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,COMBIGOLFE,425,,FR,,,COMC,GAS,0.525,5,1,0.0262823529,0.0262823529,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,GENISSIAT,420,,FR,,,HROR,WAT,1,0,0,0.5238095238,0.5238095238,0,,0,0,1,0.3,0,,,,,,,,,,,,,,
,EMILE HUCHET 8,413,,FR,,,COMC,GAS,0.525,5,1,0.0270460048,0.0270460048,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,EMILE HUCHET 7,413,,FR,,,COMC,GAS,0.525,5,1,0.0270460048,0.0270460048,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,Croix-de-Metz,413,,FR,,,COMC,GAS,0.525,5,1,0.0270460048,0.0270460048,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,Pont-sur-Sambre,412,,FR,,,COMC,GAS,0.525,5,1,0.0271116505,0.0271116505,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,BROMMAT,406,,FR,,,HDAM,WAT,0.85,0,0,0.2216748768,0.2216748768,0,,0,0,0.85,0.3,0,,,,,,,,,168084,0,0,0.86,,
,FR-GA-MORANT1,401,,FR,,,COMC,GAS,0.525,5,1,0.0278553616,0.0278553616,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,SERRE PONCON,384,,FR,,,HDAM,WAT,0.85,0,0,0.234375,0.234375,0,,0,0,0.85,0.3,0,,,,,,,,,158976,0,0,0.86,,
,MONTEYNARD,366,,FR,,,HDAM,WAT,0.85,0,0,0.2459016393,0.2459016393,0,,0,0,0.85,0.3,0,,,,,,,,,151524,0,0,0.86,,
,AIGLE,360,,FR,,,HDAM,WAT,0.85,0,0,0.25,0.25,0,,0,0,0.85,0.3,0,,,,,,,,,149040,0,0,0.86,,
,VILLARODIN,357,,FR,,,HDAM,WAT,0.85,0,0,0.2521008403,0.2521008403,0,,0,0,0.85,0.3,0,,,,,,,,,147798,0,0,0.86,,
,DONZERE MONDRAGON,348,,FR,,,HROR,WAT,1,0,0,0.632183908,0.632183908,0,,0,0,1,0.3,0,,,,,,,,,,,,,,
,COCHE,320,,FR,,,HPHS,WAT,0.86,0,0,0.9375,0.9375,0,,0,0,0.86,0.3,0,,,,,,,,,11840,0,320,0.86,,
