name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source,,,,,,,,,,,,,,,,,,,,,
Bøhnsdalen,GLOMMA KRAFTPRODUKSJON AS,,35,Eidsvoll,NO,3,Hydro,Reservoir,,1986,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Børter 1,BØRTER E VERK ANS,,28,Enebakk,NO,0.45,Hydro,Reservoir,,1914,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Børter 2,BØRTER E VERK ANS,,28,Enebakk,NO,0.25,Hydro,Reservoir,,1922,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Børtveit,SUNNHORDLAND KRAFTLAG AS,,14,Stord,NO,2.4,Hydro,Reservoir,,1921,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Bøylefoss,ARENDALS FOSSEKOMPANI ASA,,14,Froland,NO,65,Hydro,Reservoir,,1912,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Båtsvatn,STATKRAFT ENERGI AS,,6,Narvik,NO,30,Hydro,Reservoir,,1977,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Cabardasjohka,YMBER PRODUKSJON AS,,30,Guovdageaidnu-Kautokeino,NO,0.7,Hydro,Reservoir,,1953,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
"Cermaq Norway AS avd, Dyping",CERMAQ NORWAY AS,,48,Steigen,NO,0.15,Hydro,Reservoir,,2002,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Corrojavrrit,KVÆNANGEN KRAFTVERK AS,,29,Kvænangen,NO,1.7,Hydro,Reservoir,,1990,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dahlefoss,SMÅKRAFT AS,,49,Flatanger,NO,0.98,Hydro,Reservoir,,2009,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Daja,SKS PRODUKSJON AS,,41,Fauske %u2013 Fuossko,NO,30,Hydro,Reservoir,,1958,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dalabekken,OLE PETTER ESTENSTAD,,28,Melhus,NO,0.022,Hydro,Reservoir,,2009,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dalane,STRYN ENERGI AS,,51,Stryn,NO,1.44,Hydro,Reservoir,,1920,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dale,TUSSA ENERGI AS,,77,Volda,NO,5.2,Hydro,Reservoir,,1990,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dale,DALE KRAFT AS,,40,Sogndal,NO,2.95,Hydro,Reservoir,,2005,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dale II,BKK PRODUKSJON AS,,28,Vaksdal,NO,150,Hydro,Reservoir,,1990,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Daleelva,MYKLEBUST ENERGI AS,,50,Gloppen,NO,2.5,Hydro,Reservoir,,2017,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dalegjerdet,TUSSA ENERGI AS,,20,Ørsta,NO,2.3,Hydro,Reservoir,,2012,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dalelva,DALELVO KRAFT AS,,17,Kvinnherad,NO,3.1,Hydro,Reservoir,,2010,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dalelva,DALELVA KRAFT AS,,46,Fjaler,NO,0.9,Hydro,Reservoir,,2006,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dalen 1,JØRPELAND KRAFT AS,,30,Strand,NO,4.9,Hydro,Reservoir,,2010,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dalsbekken,MYKLEBUSTDALEN ENERGI AS,,17,Kvinnherad,NO,0.7,Hydro,Reservoir,,2010,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dalselva,DALBYGDA KRAFTSENTER AS,,46,Tysvær,NO,0.3,Hydro,Reservoir,,2010,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dalsfos,SKAGERAK KRAFT AS,,14,Kragerø,NO,6.2,Hydro,Reservoir,,1907,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dalvatn,Aktieselskabet Saudefaldene,,35,Sauda,NO,35.4,Hydro,Reservoir,,1978,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dauremål,SFE PRODUKSJON AS,,48,Bremanger,NO,4.95,Hydro,Reservoir,,2007,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Deilbekken,,,15,Drangedal,NO,0.027,Hydro,Reservoir,,2005,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Deveggåe,DEVEGGÅE KRAFT AS,,52,Nore og Uvdal,NO,2.997,Hydro,Reservoir,,2011,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dirdal,DIRDAL KRAFT AS,,22,Gjesdal,NO,1.6,Hydro,Reservoir,,2007,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dittielva,NORDIC POWER AS,,16,Bardu,NO,5.6,Hydro,Reservoir,,2012,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dividalen,TROMS KRAFT PRODUKSJON AS,,18,Målselv,NO,26,Hydro,Reservoir,,1972,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Djupdal,GLITRE ENERGI PRODUKSJON AS,,51,Rollag,NO,14.3,Hydro,Reservoir,,1976,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Djupfjord I,VESTERÅLSKRAFT PRODUKSJON AS,,70,Sortland %u2013 Suortá,NO,5.1,Hydro,Reservoir,,1952,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Djupfjord II,VESTERÅLSKRAFT PRODUKSJON AS,,70,Sortland %u2013 Suortá,NO,2.6,Hydro,Reservoir,,1957,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Djupvika,,,3,Alta,NO,0.038,Hydro,Reservoir,,2001,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Djupå,DJUPÅ EINAR,,56,Hitra,NO,0.008,Hydro,Reservoir,,1998,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Djuv,,,35,Sauda,NO,0.045,Hydro,Reservoir,,2009,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dokka,E-CO ENERGI AS,,47,Søndre Land,NO,44.6,Hydro,Reservoir,,1989,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dokkelva,SMÅKRAFT AS,,6,Molde,NO,5.49,Hydro,Reservoir,,2012,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dragefossen,DRAGEFOSSEN AS,,40,Saltdal,NO,3.3,Hydro,Reservoir,,1987,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Drarvik,,,34,Suldal,NO,0.022,Hydro,Reservoir,,2000,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Draura,TUSSA ENERGI AS,,77,Volda,NO,2.5,Hydro,Reservoir,,2013,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dravlaus,DRAVLAUS KRAFT AS,,77,Volda,NO,4.18,Hydro,Reservoir,,2016,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Driva,TRØNDERENERGI KRAFT AS,,63,Sunndal,NO,140,Hydro,Reservoir,,1973,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Drivdal,DALANE KRAFT AS,,12,Lund,NO,2.3,Hydro,Reservoir,,2008,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Drivdalselva,VELLE KRAFT AS,,28,Sykkylven,NO,0.35,Hydro,Reservoir,,2002,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Duge,SIRA KVINA KRAFTSELSKAP,,8,Sandnes,NO,200,Hydro,Pumped storage,,1979,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dvergsdalsdalen,DVERGSDALSDALEN KRAFTVERK AS,,47,Sunnfjord,NO,2,Hydro,Reservoir,,2010,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dversetelva,DRAGEFOSSEN AS,,40,Saltdal,NO,3.68,Hydro,Reservoir,,2011,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dynjanfoss,AGDER ENERGI VANNKRAFT AS,,22,Nissedal,NO,33,Hydro,Reservoir,,1951,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dyrbakk,MODUM KRAFTPRODUKSJON KF,,47,Modum,NO,0.57,Hydro,Reservoir,,1913,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dyrhovden,DYRHOVDEN ENERGI,,23,Samnanger,NO,0.069,Hydro,Reservoir,,1998,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dyrkorn,TAFJORD KRAFTPRODUKSJON AS,,78,Fjord,NO,2.8,Hydro,Reservoir,,2011,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dyrnesli,VADHEIM KRAFT AS,,38,Høyanger,NO,6.5,Hydro,Reservoir,,1907,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Dyrstad,DYRSTAD KRAFT DA,,48,Bremanger,NO,0.99,Hydro,Reservoir,,1999,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Døla,CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB,,6,Steinkjer,NO,2.1,Hydro,Reservoir,,2011,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Døsen,,,44,Luster,NO,0.09,Hydro,Reservoir,,2004,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Døvik,DØVIK KRAFT AS,,30,Strand,NO,0.8,Hydro,Reservoir,,2004,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Døvikfoss,GLITRE ENERGI PRODUKSJON AS,,47,Modum,NO,15,Hydro,Reservoir,,1975,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eftestøl,EFTESTØL Ole Tom,,27,Kvinesdal,NO,0.4,Hydro,Reservoir,,2000,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Egge,EGGE KRAFT AS,,50,Gloppen,NO,5,Hydro,Reservoir,,2007,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eid,E-CO ENERGI AS,,49,Sør-Aurdal,NO,9.6,Hydro,Reservoir,,2000,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eide,EIRIK M EIDE,,15,Fitjar,NO,0.09,Hydro,Reservoir,,2008,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eidefossen,AS EIDEFOSS,,35,Vågå,NO,13.2,Hydro,Reservoir,,1983,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eidesfossen,HARDANGER ENERGI AS,,18,Ullensvang,NO,3.8,Hydro,Reservoir,,1954,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eidet,SKAGERAK KRAFT AS,,7,Skien,NO,2.3,Hydro,Reservoir,,1960,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eidsdal,EIDSDAL KRAFT AS,,78,Fjord,NO,6.085,Hydro,Reservoir,,2006,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eidsetelva,SMÅKRAFT AS,,77,Volda,NO,1.8,Hydro,Reservoir,,2011,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eidsfoss,NORSJØKRAFT AS,,16,Nome,NO,15,Hydro,Reservoir,,1964,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eidsfoss,VANG ENERGIVERK KF,,54,Vang,NO,4.1,Hydro,Reservoir,,1956,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eidsfoss,Aktieselskapet Eidsfos Verk,,2,Holmestrand,NO,0.9,Hydro,Reservoir,,1903,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eidsfossen,GLOPPEN ENERGI AS,,50,Gloppen,NO,7,Hydro,Reservoir,,1917,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eidsfossen,TRØNDERENERGI KRAFT AS,,55,Heim,NO,0.4,Hydro,Reservoir,,1922,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eidsland 1,EIDSLAND ENERGI AS,,28,Vaksdal,NO,0.48,Hydro,Reservoir,,2015,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eidsland 2,EIDSLAND ENERGI AS,,28,Vaksdal,NO,0.63,Hydro,Reservoir,,2019,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eikedalsvatten,,,6,Molde,NO,0.032,Hydro,Reservoir,,1986,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eikelandsosen,SUNNHORDLAND KRAFTLAG AS,,24,Bjørnafjorden,NO,30,Hydro,Reservoir,,1986,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eimstad,,,21,Voss,NO,0.019,Hydro,Reservoir,,2002,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Einunna,E-CO ENERGI AS,,29,Folldal,NO,9,Hydro,Reservoir,,1955,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eiriksdal,STATKRAFT ENERGI AS,,38,Høyanger,NO,80,Hydro,Reservoir,,2013,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eitro,EITRO KRAFTVERK AS,,24,Bjørnafjorden,NO,4.1,Hydro,Reservoir,,2013,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Ekkjestølen,SMÅKRAFT AS,,18,Ullensvang,NO,4,Hydro,Reservoir,,2009,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eldao,ELDAO KRAFTVERK AS,,44,Luster,NO,9.8,Hydro,Reservoir,,2018,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Eldrevatn,ØSTFOLD ENERGI AS,,42,Lærdal,NO,4.9,Hydro,Reservoir,,2013,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Ellenelva,NORDIC POWER AS,,1,Tromsø,NO,4.8,Hydro,Reservoir,,2012,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Ellingsbekken,KIÆR MYKLEBY Anders Kiær,,23,Stor-Elvdal,NO,0.037,Hydro,Reservoir,,2005,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Embla,EMBLA KRAFT AS,,25,Stranda,NO,4.9,Hydro,Reservoir,,2012,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Embretsfoss,EMBRETSFOSSKRAFTVERKENE DA,,47,Modum,NO,71,Hydro,Reservoir,,1921,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Engeset,ENGESET KRAFT AS,,25,Stranda,NO,5.1,Hydro,Reservoir,,2007,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Epteland,ALF DYBING,,1,Eigersund,NO,0.2,Hydro,Reservoir,,2006,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Erdal,ERDAL MINIKRAFT AS,,19,Eidfjord,NO,0.725,Hydro,Reservoir,,2005,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Erfjord,ERFJORD MIKROKRAFTVERK,,34,Suldal,NO,0.045,Hydro,Reservoir,,2008,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Ervik,,,77,Volda,NO,0.012,Hydro,Reservoir,,1997,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Espeelvi,ESPEELVI KRAFT AS,,18,Ullensvang,NO,4.56,Hydro,Reservoir,,2018,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Espeland,BERGEN KOMMUNE,,1,Bergen,NO,0.965,Hydro,Reservoir,,2012,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Espeland,ESPELAND MINIKRAFTVERK AS,,37,Hyllestad,NO,0.27,Hydro,Reservoir,,2015,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Evanger,BKK PRODUKSJON AS,,21,Voss,NO,330,Hydro,Reservoir,,1969,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
